ID,UUID,Language,Hardware_Model,SDK_Version,Manufacture,Screen_Size,Time_Zone,Date_Time,Country_Code,Num_of_CPU_Cores,Location,Location_lat,Location_long,Button,Touch_Pressure,Touch_Size,X_Coordinate,Y_Coordinate,X_Precision,Y_Precision,Action_Type,Action_Timestamp,HR_Timestamp
22,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37075008,US,4,HIDDEN,0.0,0.0,SHIFT,0.574999988079071,0.2666666805744171,111.0,1210.0,1.0,1.0,Down,37085801,2017-05-15 20:36:12
23,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37075008,US,4,HIDDEN,0.0,0.0,SHIFT,0.574999988079071,0.2666666805744171,111.0,1210.0,1.0,1.0,Up,37085850,2017-05-15 20:36:12
24,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37075008,US,4,HIDDEN,0.0,0.0,R,0.6625000238418579,0.40000003576278687,412.0,965.0,1.0,1.0,Down,37086341,2017-05-15 20:36:12
25,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37075008,US,4,HIDDEN,0.0,0.0,r,0.6625000238418579,0.40000003576278687,412.0,965.0,1.0,1.0,Up,37086399,2017-05-15 20:36:12
26,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37075008,US,4,HIDDEN,0.0,0.0,o,0.5875000357627869,0.2666666805744171,891.0,959.0,1.0,1.0,Down,37086965,2017-05-15 20:36:12
27,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37075008,US,4,HIDDEN,0.0,0.0,o,0.45000001788139343,0.2666666805744171,891.0,957.0,1.0,1.0,Down,37086965,2017-05-15 20:36:12
28,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37075008,US,4,HIDDEN,0.0,0.0,o,0.45000001788139343,0.2666666805744171,891.0,957.0,1.0,1.0,Up,37087039,2017-05-15 20:36:12
29,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37075008,US,4,HIDDEN,0.0,0.0,a,0.6000000238418579,0.3333333432674408,132.0,1082.0,1.0,1.0,Down,37087389,2017-05-15 20:36:12
30,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37075008,US,4,HIDDEN,0.0,0.0,a,0.6000000238418579,0.3333333432674408,132.0,1082.0,1.0,1.0,Up,37087472,2017-05-15 20:36:12
31,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37075008,US,4,HIDDEN,0.0,0.0,n,0.5875000357627869,0.2666666805744171,711.0,1241.0,1.0,1.0,Down,37087630,2017-05-15 20:36:12
